#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B3CF17
#Date Time: 2022-04-03 10:17:32.228
#Sample rate: 160000Hz
#Samples: 8192
#Trigger: Source: Manual Condition: Rising
#D-: Range: 2 V/div Offset: 4 V Attenuation: 1 X Sample Mode: Average
#D+: Range: 2 V/div Offset: -4 V Attenuation: 1 X Sample Mode: Average


Time (s)	D- (V)	D+ (V)
-0.02559661206896552	0.001113809783285014	1.730652364096851
-0.02559036206896552	0.004785128064360933	1.726948779047934
-0.02558411206896552	0.004785128064360933	1.726948779047934
-0.02557786206896552	0.004785128064360933	1.730652364096851
-0.02557161206896552	0.004785128064360933	1.726948779047934
-0.02556536206896552	0.004785128064360933	1.726948779047934
-0.02555911206896552	0.004785128064360933	1.730652364096851
-0.02555286206896552	0.004785128064360933	1.730652364096851
-0.02554661206896552	0.00845644634543774	1.730652364096851
-0.02554036206896552	0.004785128064360933	1.730652364096851
-0.02553411206896552	0.001113809783285014	1.726948779047934
-0.02552786206896552	0.008456446345436072	1.726948779047936
-0.02552161206896552	0.004785128064360933	1.730652364096851
-0.02551536206896552	0.004785128064360933	1.726948779047934
-0.02550911206896552	0.004785128064360933	1.730652364096851
-0.02550286206896552	0.004785128064360933	1.723245193999019
-0.02549661206896552	0.004785128064362603	1.726948779047936
-0.02549036206896552	0.00845644634543774	1.730652364096851
-0.02548411206896552	0.001113809783285014	1.730652364096851
-0.02547786206896552	0.001113809783285014	1.726948779047934
-0.02547161206896552	0.004785128064360933	1.726948779047934
-0.02546536206896552	0.004785128064359263	1.730652364096849
-0.02545911206896552	0.001113809783285014	1.726948779047934
-0.02545286206896552	0.004785128064360933	1.730652364096851
-0.02544661206896552	0.00845644634543774	1.730652364096851
-0.02544036206896552	0.004785128064360933	1.730652364096851
-0.02543411206896552	0.004785128064359263	1.723245193999022
-0.02542786206896552	0.001113809783285014	1.730652364096851
-0.02542161206896552	0.004785128064360933	1.723245193999019
-0.02541536206896552	0.004785128064360933	1.730652364096851
-0.02540911206896552	0.004785128064360933	1.730652364096851
-0.02540286206896552	0.004785128064359263	1.726948779047934
-0.02539661206896552	0.001113809783285014	1.726948779047934
-0.02539036206896552	-0.002557508497791794	1.726948779047934
-0.02538411206896552	0.004785128064360933	1.730652364096851
-0.02537786206896552	0.004785128064360933	1.730652364096851
-0.02537161206896552	0.004785128064360933	1.726948779047936
-0.02536536206896552	0.004785128064360933	1.726948779047934
-0.02535911206896552	0.004785128064360933	1.730652364096851
-0.02535286206896552	0.004785128064360933	1.726948779047934
-0.02534661206896552	0.004785128064360933	1.726948779047934
-0.02534036206896552	0.001113809783286683	1.726948779047934
-0.02533411206896552	0.001113809783285014	1.726948779047934
-0.02532786206896552	0.00845644634543774	1.726948779047934
-0.02532161206896552	0.004785128064360933	1.726948779047934
-0.02531536206896552	0.004785128064360933	1.726948779047934
-0.02530911206896552	0.008456446345436072	1.726948779047934
-0.02530286206896552	0.001113809783285014	1.726948779047934
-0.02529661206896552	0.004785128064360933	1.726948779047934
-0.02529036206896552	0.00845644634543774	1.726948779047934
-0.02528411206896552	0.004785128064360933	1.726948779047934
-0.02527786206896552	0.004785128064360933	1.726948779047934
-0.02527161206896552	0.00845644634543774	1.723245193999019
-0.02526536206896552	0.004785128064360933	1.726948779047934
-0.02525911206896552	0.004785128064360933	1.730652364096851
-0.02525286206896552	0.004785128064360933	1.726948779047934
-0.02524661206896552	0.004785128064360933	1.726948779047934
-0.02524036206896552	0.001113809783285014	1.730652364096851
-0.02523411206896552	0.004785128064360933	1.726948779047934
-0.02522786206896552	0.004785128064360933	1.730652364096851
-0.02522161206896552	0.004785128064360933	1.726948779047934
-0.02521536206896552	0.001113809783286683	1.726948779047934
-0.02520911206896552	0.004785128064360933	1.730652364096851
-0.02520286206896552	0.004785128064360933	1.726948779047934
-0.02519661206896552	0.004785128064360933	1.730652364096851
-0.02519036206896552	0.004785128064360933	1.730652364096851
-0.02518411206896552	0.001113809783286683	1.726948779047936
-0.02517786206896552	0.004785128064360933	1.730652364096851
-0.02517161206896552	0.004785128064360933	1.726948779047934
-0.02516536206896552	0.001113809783285014	1.726948779047934
-0.02515911206896552	0.004785128064360933	1.730652364096851
-0.02515286206896552	0.004785128064360933	1.730652364096851
-0.02514661206896552	0.004785128064360933	1.730652364096851
-0.02514036206896552	0.004785128064360933	1.730652364096851
-0.02513411206896552	0.001113809783285014	1.730652364096851
-0.02512786206896552	0.004785128064360933	1.726948779047934
-0.02512161206896552	0.004785128064360933	1.730652364096849
-0.02511536206896552	0.001113809783285014	1.726948779047934
-0.02510911206896552	0.004785128064360933	1.730652364096851
-0.02510286206896552	0.004785128064360933	1.726948779047934
-0.02509661206896552	0.004785128064360933	1.730652364096851
-0.02509036206896552	0.004785128064360933	1.730652364096851
-0.02508411206896552	0.001113809783285014	1.726948779047934
-0.02507786206896552	0.004785128064360933	1.726948779047934
-0.02507161206896552	0.004785128064360933	1.730652364096851
-0.02506536206896552	0.00845644634543774	1.730652364096851
-0.02505911206896552	0.004785128064362603	1.730652364096851
-0.02505286206896552	0.004785128064360933	1.730652364096851
-0.02504661206896552	0.004785128064360933	1.730652364096851
-0.02504036206896552	0.00845644634543774	1.730652364096851
-0.02503411206896552	0.004785128064360933	1.726948779047934
-0.02502786206896552	0.004785128064360933	1.730652364096851
-0.02502161206896552	0.004785128064360933	1.730652364096851
-0.02501536206896552	0.004785128064360933	1.730652364096851
-0.02500911206896552	0.001113809783285014	1.730652364096851
-0.02500286206896552	0.00845644634543774	1.730652364096851
-0.02499661206896552	0.00845644634543774	1.730652364096851
-0.02499036206896552	0.004785128064360933	1.726948779047934
-0.02498411206896552	0.004785128064360933	1.726948779047934
-0.02497786206896552	0.00845644634543774	1.730652364096851
-0.02497161206896552	0.001113809783285014	1.726948779047934
-0.02496536206896552	0.004785128064360933	1.726948779047934
-0.02495911206896552	0.004785128064360933	1.730652364096851
-0.02495286206896552	0.004785128064360933	1.734355949145767
-0.02494661206896552	0.004785128064360933	1.726948779047934
-0.02494036206896552	0.004785128064360933	1.730652364096851
-0.02493411206896552	0.004785128064360933	1.726948779047934
-0.02492786206896552	0.004785128064360933	1.730652364096851
-0.02492161206896552	0.004785128064360933	1.730652364096851
-0.02491536206896552	0.001113809783285014	1.726948779047934
-0.02490911206896552	0.00845644634543774	1.730652364096851
-0.02490286206896552	0.004785128064360933	1.726948779047934
-0.02489661206896552	0.008456446345436072	1.726948779047936
-0.02489036206896552	0.004785128064360933	1.730652364096851
-0.02488411206896552	0.004785128064360933	1.730652364096851
-0.02487786206896552	0.004785128064360933	1.730652364096851
-0.02487161206896552	0.004785128064360933	1.730652364096851
-0.02486536206896552	0.004785128064362603	1.730652364096851
-0.02485911206896552	0.00845644634543774	1.730652364096851
-0.02485286206896552	0.001113809783285014	1.726948779047934
-0.02484661206896552	0.004785128064360933	1.726948779047934
-0.02484036206896552	0.004785128064360933	1.730652364096851
-0.02483411206896552	0.008456446345436072	1.726948779047934
-0.02482786206896552	0.004785128064360933	1.726948779047934
-0.02482161206896552	0.004785128064360933	1.730652364096851
-0.02481536206896552	0.001113809783285014	1.730652364096851
-0.02480911206896552	0.00845644634543774	1.726948779047934
-0.02480286206896552	0.004785128064359263	1.730652364096851
-0.02479661206896552	0.001113809783285014	1.730652364096851
-0.02479036206896552	0.00845644634543774	1.726948779047934
-0.02478411206896552	0.004785128064360933	1.730652364096851
-0.02477786206896552	0.004785128064360933	1.730652364096851
-0.02477161206896552	0.008456446345434401	1.730652364096849
-0.02476536206896552	0.001113809783285014	1.726948779047934
-0.02475911206896552	0.004785128064360933	1.730652364096851
-0.02475286206896552	0.004785128064360933	1.730652364096851
-0.02474661206896552	0.004785128064360933	1.730652364096851
-0.02474036206896552	0.004785128064359263	1.723245193999022
-0.02473411206896552	0.001113809783285014	1.730652364096851
-0.02472786206896552	0.004785128064360933	1.726948779047934
-0.02472161206896552	0.004785128064360933	1.726948779047934
-0.02471536206896552	0.001113809783285014	1.730652364096851
-0.02470911206896552	0.008456446345434401	1.726948779047936
-0.02470286206896552	0.001113809783285014	1.730652364096851
